text,target,TOKENIZATION,STOP_REMOVAL,tweet_normalized,tweet_tokens_stemmed,liststring
Iya mulia Bila berkenan sidang tertutup jawab Putri,positif,"['iya', 'mulia', 'bila', 'berkenan', 'sidang', 'tertutup', 'jawab', 'putri']","['iya', 'mulia', 'berkenan', 'sidang', 'tertutup']","['iya', 'mulia', 'berkenan', 'sidang', 'tertutup']","['iya', 'mulia', 'kenan', 'sidang', 'tutup']",iya mulia kenan sidang tutup
Ferdy Sambo mengklaim naik pitam setelah dengar cerita Putri Candrawathi mengaku diperkosa Yosua saat berada rumah pribadi mereka Magelang,negatif,"['ferdy', 'sambo', 'mengklaim', 'naik', 'pitam', 'setelah', 'dengar', 'cerita', 'putri', 'candrawathi', 'mengaku', 'diperkosa', 'yosua', 'saat', 'berada', 'rumah', 'pribadi', 'mereka', 'magelang']","['mengklaim', 'pitam', 'dengar', 'cerita', 'mengaku', 'diperkosa', 'rumah', 'pribadi', 'magelang']","['mengklaim', 'pitam', 'dengar', 'cerita', 'mengaku', 'diperkosa', 'rumah', 'pribadi', 'magelang']","['klaim', 'pitam', 'dengar', 'cerita', 'aku', 'perkosa', 'rumah', 'pribadi', 'magelang']",klaim pitam dengar cerita aku perkosa rumah pribadi magelang
Kocak Ferdy Sambo keceplosan persidangan salah satunya mengaku menembak Brigadir Yosua,positif,"['kocak', 'ferdy', 'sambo', 'keceplosan', 'persidangan', 'salah', 'satunya', 'mengaku', 'menembak', 'brigadir', 'yosua']","['kocak', 'keceplosan', 'persidangan', 'salah', 'satunya', 'mengaku', 'menembak']","['kocak', 'keceplosan', 'persidangan', 'salah', 'satunya', 'mengaku', 'menembak']","['kocak', 'ceplos', 'sidang', 'salah', 'satu', 'aku', 'tembak']",kocak ceplos sidang salah satu aku tembak
Berjuang Brigadir Yosua,positif,"['berjuang', 'brigadir', 'yosua']",['berjuang'],['berjuang'],['juang'],juang
Guru Besar Hukum Pidana Universitas Padjajaran Prof Romli Atmasasmita mengatakan bobot kesaksian Bharada Richard Eliezer Pudihang Lumiu Bharada E besar jika dibandingkan yang sebelumnya,positif,"['guru', 'besar', 'hukum', 'pidana', 'universitas', 'padjajaran', 'prof', 'romli', 'atmasasmita', 'mengatakan', 'bobot', 'kesaksian', 'bharada', 'richard', 'eliezer', 'pudihang', 'lumiu', 'bharada', 'e', 'besar', 'jika', 'dibandingkan', 'yang', 'sebelumnya']","['guru', 'hukum', 'pidana', 'universitas', 'padjajaran', 'prof', 'romli', 'atmasasmita', 'bobot', 'kesaksian', 'richard', 'pudihang', 'lumiu', 'dibandingkan']","['guru', 'hukum', 'pidana', 'universitas', 'padjajaran', 'prof', 'romli', 'atmasasmita', 'bobot', 'kesaksian', 'richard', 'pudihang', 'lumiu', 'dibandingkan']","['guru', 'hukum', 'pidana', 'universitas', 'padjajaran', 'prof', 'romli', 'atmasasmita', 'bobot', 'saksi', 'richard', 'pudihang', 'lumiu', 'banding']",guru hukum pidana universitas padjajaran prof romli atmasasmita bobot saksi richard pudihang lumiu banding
Dengan Terbatabata Ferdy Sambo Keceplosan Ngaku Tembak Punggung Brigadir J,negatif,"['dengan', 'terbatabata', 'ferdy', 'sambo', 'keceplosan', 'ngaku', 'tembak', 'punggung', 'brigadir', 'j']","['terbatabata', 'keceplosan', 'ngaku', 'tembak', 'punggung']","['terbatabata', 'keceplosan', 'ngaku', 'tembak', 'punggung']","['terbatabata', 'ceplos', 'ngaku', 'tembak', 'punggung']",terbatabata ceplos ngaku tembak punggung
Waduh ngerasa beruntung nih ada apa ya,positif,"['waduh', 'ngerasa', 'beruntung', 'nih', 'ada', 'apa', 'ya']","['ngerasa', 'beruntung', 'nih']","['ngerasa', 'beruntung', 'nih']","['ngerasa', 'untung', 'nih']",ngerasa untung nih
Kuasa hukum Kuat Maruf melaporkan hakim sidang perkara pembunuhan Yosua Hutabarat Komisi Yudisial KY Mahkamah Agung MA Hakim dilaporkan karena menduhkan Kuat Maruf Buta Tuli,negatif,"['kuasa', 'hukum', 'kuat', 'maruf', 'melaporkan', 'hakim', 'sidang', 'perkara', 'pembunuhan', 'yosua', 'hutabarat', 'komisi', 'yudisial', 'ky', 'mahkamah', 'agung', 'ma', 'hakim', 'dilaporkan', 'karena', 'menduhkan', 'kuat', 'maruf', 'buta', 'tuli']","['kuasa', 'hukum', 'kuat', 'melaporkan', 'sidang', 'perkara', 'pembunuhan', 'hutabarat', 'komisi', 'yudisial', 'ky', 'mahkamah', 'agung', 'ma', 'dilaporkan', 'menduhkan', 'kuat', 'buta', 'tuli']","['kuasa', 'hukum', 'kuat', 'melaporkan', 'sidang', 'perkara', 'pembunuhan', 'hutabarat', 'komisi', 'yudisial', 'ky', 'mahkamah', 'agung', 'ma', 'dilaporkan', 'menduhkan', 'kuat', 'buta', 'tuli']","['kuasa', 'hukum', 'kuat', 'lapor', 'sidang', 'perkara', 'bunuh', 'hutabarat', 'komisi', 'yudisial', 'ky', 'mahkamah', 'agung', 'ma', 'lapor', 'duh', 'kuat', 'buta', 'tuli']",kuasa hukum kuat lapor sidang perkara bunuh hutabarat komisi yudisial ky mahkamah agung ma lapor duh kuat buta tuli
Kuasa hukum Richard Eliezer Ronny Talapessy menyecar Ferdy Sambo terkait kasus penembakan Yosua Baca,negatif,"['kuasa', 'hukum', 'richard', 'eliezer', 'ronny', 'talapessy', 'menyecar', 'ferdy', 'sambo', 'terkait', 'kasus', 'penembakan', 'yosua', 'baca']","['kuasa', 'hukum', 'richard', 'ronny', 'talapessy', 'menyecar', 'terkait', 'penembakan', 'baca']","['kuasa', 'hukum', 'richard', 'ronny', 'talapessy', 'menyecar', 'terkait', 'penembakan', 'baca']","['kuasa', 'hukum', 'richard', 'ronny', 'talapessy', 'menyecar', 'kait', 'tembak', 'baca']",kuasa hukum richard ronny talapessy menyecar kait tembak baca
Kuat Maruf melaporkan hakim persidangan pembunuhan Brigadir J atau Yosua Hutabarat Kini pihak Kuat Maruf mengungkapkan alasan pelaporan tersebut,positif,"['kuat', 'maruf', 'melaporkan', 'hakim', 'persidangan', 'pembunuhan', 'brigadir', 'j', 'atau', 'yosua', 'hutabarat', 'kini', 'pihak', 'kuat', 'maruf', 'mengungkapkan', 'alasan', 'pelaporan', 'tersebut']","['kuat', 'melaporkan', 'persidangan', 'pembunuhan', 'hutabarat', 'kuat', 'alasan', 'pelaporan']","['kuat', 'melaporkan', 'persidangan', 'pembunuhan', 'hutabarat', 'kuat', 'alasan', 'pelaporan']","['kuat', 'lapor', 'sidang', 'bunuh', 'hutabarat', 'kuat', 'alas', 'lapor']",kuat lapor sidang bunuh hutabarat kuat alas lapor
Ferdy Sambo Akui Tembak Bagian Punggung Brigadir J,positif,"['ferdy', 'sambo', 'akui', 'tembak', 'bagian', 'punggung', 'brigadir', 'j']","['akui', 'tembak', 'punggung']","['akui', 'tembak', 'punggung']","['aku', 'tembak', 'punggung']",aku tembak punggung
JENDRAL PEMBOHONG NUDUH ORANG LAIN BERBOHONG,negatif,"['jendral', 'pembohong', 'nuduh', 'orang', 'lain', 'berbohong']","['jendral', 'pembohong', 'nuduh', 'orang', 'berbohong']","['jendral', 'pembohong', 'nuduh', 'orang', 'berbohong']","['jendral', 'bohong', 'nuduh', 'orang', 'bohong']",jendral bohong nuduh orang bohong
Beliau Ferdy Sambo menembak arah Yosua Brigadir J tidak menembak sebanyak lima kali,negatif,"['beliau', 'ferdy', 'sambo', 'menembak', 'arah', 'yosua', 'brigadir', 'j', 'tidak', 'menembak', 'sebanyak', 'lima', 'kali']","['beliau', 'menembak', 'arah', 'menembak']","['beliau', 'menembak', 'arah', 'menembak']","['beliau', 'tembak', 'arah', 'tembak']",beliau tembak arah tembak
Terjadi debat hebat antara pihak Arif jaksa soal keterlibatannya mengantar CCTV Rumah Duren Tiga Rumah Saguling,negatif,"['terjadi', 'debat', 'hebat', 'antara', 'pihak', 'arif', 'jaksa', 'soal', 'keterlibatannya', 'mengantar', 'cctv', 'rumah', 'duren', 'tiga', 'rumah', 'saguling']","['debat', 'hebat', 'arif', 'jaksa', 'keterlibatannya', 'mengantar', 'cctv', 'rumah', 'duren', 'rumah', 'saguling']","['debat', 'hebat', 'arif', 'jaksa', 'keterlibatannya', 'mengantar', 'cctv', 'rumah', 'duren', 'rumah', 'saguling']","['debat', 'hebat', 'arif', 'jaksa', 'libat', 'antar', 'cctv', 'rumah', 'duren', 'rumah', 'saguling']",debat hebat arif jaksa libat antar cctv rumah duren rumah saguling
Apa seharusnya dilakukan Putri jika pelecehan memang terjadi Saksikan SAMBO LAWAN ELIEZER link,negatif,"['apa', 'seharusnya', 'dilakukan', 'putri', 'jika', 'pelecehan', 'memang', 'terjadi', 'saksikan', 'sambo', 'lawan', 'eliezer', 'link']","['pelecehan', 'saksikan', 'lawan', 'link']","['pelecehan', 'saksikan', 'lawan', 'link']","['leceh', 'saksi', 'lawan', 'link']",leceh saksi lawan link
Setuju gak nih sama Bang Kamaruddin Saksikan SAMBO LAWAN ELIEZER link,positif,"['setuju', 'gak', 'nih', 'sama', 'bang', 'kamaruddin', 'saksikan', 'sambo', 'lawan', 'eliezer', 'link']","['setuju', 'gak', 'nih', 'bang', 'kamaruddin', 'saksikan', 'lawan', 'link']","['setuju', 'gak', 'nih', 'bang', 'kamaruddin', 'saksikan', 'lawan', 'link']","['tuju', 'gak', 'nih', 'bang', 'kamaruddin', 'saksi', 'lawan', 'link']",tuju gak nih bang kamaruddin saksi lawan link
Terdakwa pembunuhan berencana Brigadir J Ferdy Sambo keceplosan persidangan Ia secara spontan mengakui menembak Yosua selama dibantahnya,negatif,"['terdakwa', 'pembunuhan', 'berencana', 'brigadir', 'j', 'ferdy', 'sambo', 'keceplosan', 'persidangan', 'ia', 'secara', 'spontan', 'mengakui', 'menembak', 'yosua', 'selama', 'dibantahnya']","['terdakwa', 'pembunuhan', 'berencana', 'keceplosan', 'persidangan', 'spontan', 'mengakui', 'menembak', 'dibantahnya']","['terdakwa', 'pembunuhan', 'berencana', 'keceplosan', 'persidangan', 'spontan', 'mengakui', 'menembak', 'dibantahnya']","['dakwa', 'bunuh', 'rencana', 'ceplos', 'sidang', 'spontan', 'aku', 'tembak', 'bantah']",dakwa bunuh rencana ceplos sidang spontan aku tembak bantah
PUTRI CANDRAWATHI MARAHI FERDY SAMBO KARENA DILIBATKAN DALAM SKENARIO TEWASNYA BRIGADIR J TAK INGIN PERISTIWA DI MAGELANG DIKETAHUI ORANG lewat,negatif,"['putri', 'candrawathi', 'marahi', 'ferdy', 'sambo', 'karena', 'dilibatkan', 'dalam', 'skenario', 'tewasnya', 'brigadir', 'j', 'tak', 'ingin', 'peristiwa', 'di', 'magelang', 'diketahui', 'orang', 'lewat']","['marahi', 'dilibatkan', 'skenario', 'tewasnya', 'peristiwa', 'magelang', 'orang']","['marahi', 'dilibatkan', 'skenario', 'tewasnya', 'peristiwa', 'magelang', 'orang']","['marah', 'libat', 'skenario', 'tewas', 'peristiwa', 'magelang', 'orang']",marah libat skenario tewas peristiwa magelang orang
Heran Pengakuan Sambo Hakim Kalau Tak Ingin Yosua Tewas Kenapa Perintahkan Menembak,negatif,"['heran', 'pengakuan', 'sambo', 'hakim', 'kalau', 'tak', 'ingin', 'yosua', 'tewas', 'kenapa', 'perintahkan', 'menembak']","['heran', 'pengakuan', 'tewas', 'perintahkan', 'menembak']","['heran', 'pengakuan', 'tewas', 'perintahkan', 'menembak']","['heran', 'aku', 'tewas', 'perintah', 'tembak']",heran aku tewas perintah tembak
Ferdy Sambo Berbohong Menurut Hasil Uji Lie Detector,negatif,"['ferdy', 'sambo', 'berbohong', 'menurut', 'hasil', 'uji', 'lie', 'detector']","['berbohong', 'hasil', 'uji', 'lie', 'detector']","['berbohong', 'hasil', 'uji', 'lie', 'detector']","['bohong', 'hasil', 'uji', 'lie', 'detector']",bohong hasil uji lie detector
Terdakwa Ferdy Sambo emosional saat dicecar oleh tim penasihat hukum Richard Eliezer atau Bharada E mengenai penyebab Nofriansyah Yosua Hutabarat alias Brigadir J tewas Baca,negatif,"['terdakwa', 'ferdy', 'sambo', 'emosional', 'saat', 'dicecar', 'oleh', 'tim', 'penasihat', 'hukum', 'richard', 'eliezer', 'atau', 'bharada', 'e', 'mengenai', 'penyebab', 'nofriansyah', 'yosua', 'hutabarat', 'alias', 'brigadir', 'j', 'tewas', 'baca']","['terdakwa', 'emosional', 'dicecar', 'tim', 'penasihat', 'hukum', 'richard', 'penyebab', 'nofriansyah', 'hutabarat', 'alias', 'tewas', 'baca']","['terdakwa', 'emosional', 'dicecar', 'tim', 'penasihat', 'hukum', 'richard', 'penyebab', 'nofriansyah', 'hutabarat', 'alias', 'tewas', 'baca']","['dakwa', 'emosional', 'cecar', 'tim', 'nasihat', 'hukum', 'richard', 'sebab', 'nofriansyah', 'hutabarat', 'alias', 'tewas', 'baca']",dakwa emosional cecar tim nasihat hukum richard sebab nofriansyah hutabarat alias tewas baca
Terdakwa Kuat Maruf Laporkan Hakim Sidang Sambo Komisi Yudisial amparuf,positif,"['terdakwa', 'kuat', 'maruf', 'laporkan', 'hakim', 'sidang', 'sambo', 'komisi', 'yudisial', 'amparuf']","['terdakwa', 'kuat', 'laporkan', 'sidang', 'komisi', 'yudisial', 'amparuf']","['terdakwa', 'kuat', 'laporkan', 'sidang', 'komisi', 'yudisial', 'amparuf']","['dakwa', 'kuat', 'lapor', 'sidang', 'komisi', 'yudisial', 'amparuf']",dakwa kuat lapor sidang komisi yudisial amparuf
persidangan kasus brigadirJ ni sidang terngakak enth richardnya enth susinya bnyk btul HHAAHHAHA,positif,"['persidangan', 'kasus', 'brigadirj', 'ni', 'sidang', 'terngakak', 'enth', 'richardnya', 'enth', 'susinya', 'bnyk', 'btul', 'hhaahhaha']","['persidangan', 'brigadirj', 'ni', 'sidang', 'terngakak', 'enth', 'richardnya', 'enth', 'susinya', 'bnyk', 'btul', 'hhaahhaha']","['persidangan', 'brigadirj', 'ni', 'sidang', 'terngakak', 'enth', 'richardnya', 'enth', 'susinya', 'bnyk', 'btul', 'hhaahhaha']","['sidang', 'brigadirj', 'ni', 'sidang', 'terngakak', 'enth', 'richardnya', 'enth', 'sus', 'bnyk', 'btul', 'hhaahhaha']",sidang brigadirj ni sidang terngakak enth richardnya enth sus bnyk btul hhaahhaha
Sadis Ferdy Sambo Spontan Bunuh Brigadir Yosua Hitungan Detik Yosua Dibunuh,negatif,"['sadis', 'ferdy', 'sambo', 'spontan', 'bunuh', 'brigadir', 'yosua', 'hitungan', 'detik', 'yosua', 'dibunuh']","['sadis', 'spontan', 'bunuh', 'hitungan', 'detik', 'dibunuh']","['sadis', 'spontan', 'bunuh', 'hitungan', 'detik', 'dibunuh']","['sadis', 'spontan', 'bunuh', 'hitung', 'detik', 'bunuh']",sadis spontan bunuh hitung detik bunuh
"SKANDAL TERBESAR
",negatif,"['skandal', 'terbesar', '']","['skandal', 'terbesar', '']","['skandal', 'terbesar', '']","['skandal', 'besar', '']",skandal besar
Ferdy Sambo menolak dianggap sebagai pembohong ternyata begini hasil tes uji poligraf,negatif,"['ferdy', 'sambo', 'menolak', 'dianggap', 'sebagai', 'pembohong', 'ternyata', 'begini', 'hasil', 'tes', 'uji', 'poligraf']","['menolak', 'dianggap', 'pembohong', 'hasil', 'tes', 'uji', 'poligraf']","['menolak', 'dianggap', 'pembohong', 'hasil', 'tes', 'uji', 'poligraf']","['tolak', 'anggap', 'bohong', 'hasil', 'tes', 'uji', 'poligraf']",tolak anggap bohong hasil tes uji poligraf
Hakim Nilai Keterangan Ferdy Sambo Ini Tak Masuk Akal bin Janggal,negatif,"['hakim', 'nilai', 'keterangan', 'ferdy', 'sambo', 'ini', 'tak', 'masuk', 'akal', 'bin', 'janggal']","['nilai', 'keterangan', 'masuk', 'akal', 'bin', 'janggal']","['nilai', 'keterangan', 'masuk', 'akal', 'bin', 'janggal']","['nilai', 'terang', 'masuk', 'akal', 'bin', 'janggal']",nilai terang masuk akal bin janggal
Hakim Sidang Sambo Dilaporkan Kuat KY Ini Respons PN Jaksel,positif,"['hakim', 'sidang', 'sambo', 'dilaporkan', 'kuat', 'ky', 'ini', 'respons', 'pn', 'jaksel']","['sidang', 'dilaporkan', 'kuat', 'ky', 'respons', 'pn', 'jaksel']","['sidang', 'dilaporkan', 'kuat', 'ky', 'respons', 'pn', 'jaksel']","['sidang', 'lapor', 'kuat', 'ky', 'respons', 'pn', 'jaksel']",sidang lapor kuat ky respons pn jaksel
Richard Eliezer Pudihang Lumiu menyebut sejumlah kesaksian mantan atasannya Ferdy Sambo soal penembakan Brigadir J tidak benar Salah satunya keterangan soal perintah menghajar Brigadir J,negatif,"['richard', 'eliezer', 'pudihang', 'lumiu', 'menyebut', 'sejumlah', 'kesaksian', 'mantan', 'atasannya', 'ferdy', 'sambo', 'soal', 'penembakan', 'brigadir', 'j', 'tidak', 'benar', 'salah', 'satunya', 'keterangan', 'soal', 'perintah', 'menghajar', 'brigadir', 'j']","['richard', 'pudihang', 'lumiu', 'menyebut', 'kesaksian', 'mantan', 'atasannya', 'penembakan', 'salah', 'satunya', 'keterangan', 'perintah', 'menghajar']","['richard', 'pudihang', 'lumiu', 'menyebut', 'kesaksian', 'mantan', 'atasannya', 'penembakan', 'salah', 'satunya', 'keterangan', 'perintah', 'menghajar']","['richard', 'pudihang', 'lumiu', 'sebut', 'saksi', 'mantan', 'atas', 'tembak', 'salah', 'satu', 'terang', 'perintah', 'hajar']",richard pudihang lumiu sebut saksi mantan atas tembak salah satu terang perintah hajar
Sambo Tetap Sampaikan Istrinya Dilecehkan,negatif,"['sambo', 'tetap', 'sampaikan', 'istrinya', 'dilecehkan']","['istrinya', 'dilecehkan']","['istrinya', 'dilecehkan']","['istri', 'leceh']",istri leceh
Putri Candrawathi Mengaku Dipaksa Buat Laporan Pelecehan Seksual karena Takut Ferdy Sambo,negatif,"['putri', 'candrawathi', 'mengaku', 'dipaksa', 'buat', 'laporan', 'pelecehan', 'seksual', 'karena', 'takut', 'ferdy', 'sambo']","['mengaku', 'dipaksa', 'laporan', 'pelecehan', 'seksual', 'takut']","['mengaku', 'dipaksa', 'laporan', 'pelecehan', 'seksual', 'takut']","['aku', 'paksa', 'lapor', 'leceh', 'seksual', 'takut']",aku paksa lapor leceh seksual takut
mengaku ia sempat dipaksa oleh membuat laporan pelecehan terhadap dirinya Saat ditanya jika Ferdy Sambo seorang tidak bisa dibantah atas apa diperintahkan Putri menjawab iya,negatif,"['mengaku', 'ia', 'sempat', 'dipaksa', 'oleh', 'membuat', 'laporan', 'pelecehan', 'terhadap', 'dirinya', 'saat', 'ditanya', 'jika', 'ferdy', 'sambo', 'seorang', 'tidak', 'bisa', 'dibantah', 'atas', 'apa', 'diperintahkan', 'putri', 'menjawab', 'iya']","['mengaku', 'dipaksa', 'laporan', 'pelecehan', 'dibantah', 'diperintahkan', 'iya']","['mengaku', 'dipaksa', 'laporan', 'pelecehan', 'dibantah', 'diperintahkan', 'iya']","['aku', 'paksa', 'lapor', 'leceh', 'ban', 'perintah', 'iya']",aku paksa lapor leceh ban perintah iya
Bharada E Akhirnya Berani Siap Bersaksi Hadapan Ferdy Sambo Langsung Tidak Secara Daring,positif,"['bharada', 'e', 'akhirnya', 'berani', 'siap', 'bersaksi', 'hadapan', 'ferdy', 'sambo', 'langsung', 'tidak', 'secara', 'daring']","['berani', 'bersaksi', 'hadapan', 'langsung', 'daring']","['berani', 'bersaksi', 'hadapan', 'langsung', 'daring']","['berani', 'saksi', 'hadap', 'langsung', 'daring']",berani saksi hadap langsung daring
"Ketahuan kan bohongnya
Akhirnya Kebohongan Ferdy Sambo Terbongkar Putri Candrawathi Sebut Nggak Diperkosa Kenapa Sekarang Berubah",negatif,"['ketahuan', 'kan', 'bohongnya', 'akhirnya', 'kebohongan', 'ferdy', 'sambo', 'terbongkar', 'putri', 'candrawathi', 'sebut', 'nggak', 'diperkosa', 'kenapa', 'sekarang', 'berubah']","['ketahuan', 'bohongnya', 'kebohongan', 'terbongkar', 'nggak', 'diperkosa', 'berubah']","['ketahuan', 'bohongnya', 'kebohongan', 'terbongkar', 'nggak', 'diperkosa', 'berubah']","['tahu', 'bohong', 'bohong', 'bongkar', 'nggak', 'perkosa', 'ubah']",tahu bohong bohong bongkar nggak perkosa ubah
Bharada E Putri Candrawathi Jika Ada CCTV Ibu Tidak Akan Berbohong Pengadilan Ini,positif,"['bharada', 'e', 'putri', 'candrawathi', 'jika', 'ada', 'cctv', 'ibu', 'tidak', 'akan', 'berbohong', 'pengadilan', 'ini']","['cctv', 'berbohong', 'pengadilan']","['cctv', 'berbohong', 'pengadilan']","['cctv', 'bohong', 'adil']",cctv bohong adil
Dikawal Ajudan Putri Sebut Sudah Diatur Dinas,positif,"['dikawal', 'ajudan', 'putri', 'sebut', 'sudah', 'diatur', 'dinas']","['dikawal', 'ajudan', 'diatur', 'dinas']","['dikawal', 'ajudan', 'diatur', 'dinas']","['kawal', 'ajudan', 'atur', 'dinas']",kawal ajudan atur dinas
Apakah hubungan saudara bersama suami ajudan Aitu sedemikian dekat tanya hakim,positif,"['apakah', 'hubungan', 'saudara', 'bersama', 'suami', 'ajudan', 'aitu', 'sedemikian', 'dekat', 'tanya', 'hakim']","['hubungan', 'saudara', 'suami', 'ajudan', 'aitu']","['hubungan', 'saudara', 'suami', 'ajudan', 'aitu']","['hubung', 'saudara', 'suami', 'ajudan', 'aitu']",hubung saudara suami ajudan aitu
Menyentak Istri Sambo Akui Yosua Kali Mau Angkat Dia Saya Bilang Jangan bodoh,negatif,"['menyentak', 'istri', 'sambo', 'akui', 'yosua', 'kali', 'mau', 'angkat', 'dia', 'saya', 'bilang', 'jangan', 'bodoh']","['menyentak', 'akui', 'angkat', 'bilang', 'bodoh']","['menyentak', 'akui', 'angkat', 'bilang', 'bodoh']","['sentak', 'aku', 'angkat', 'bilang', 'bodoh']",sentak aku angkat bilang bodoh
Kubu Richard Eliezer minta dihadirkan secara daring ketika bersaksi persidangan terdakwa FS PC Ronny Talapessy sebagai kuasa hukum menyebut permintaan itu pantas karena kliennya mendapatkan perlindungan LPSK,positif,"['kubu', 'richard', 'eliezer', 'minta', 'dihadirkan', 'secara', 'daring', 'ketika', 'bersaksi', 'persidangan', 'terdakwa', 'fs', 'pc', 'ronny', 'talapessy', 'sebagai', 'kuasa', 'hukum', 'menyebut', 'permintaan', 'itu', 'pantas', 'karena', 'kliennya', 'mendapatkan', 'perlindungan', 'lpsk']","['kubu', 'richard', 'dihadirkan', 'daring', 'bersaksi', 'persidangan', 'terdakwa', 'pc', 'ronny', 'talapessy', 'kuasa', 'hukum', 'menyebut', 'permintaan', 'kliennya', 'perlindungan', 'lpsk']","['kubu', 'richard', 'dihadirkan', 'daring', 'bersaksi', 'persidangan', 'terdakwa', 'pc', 'ronny', 'talapessy', 'kuasa', 'hukum', 'menyebut', 'permintaan', 'kliennya', 'perlindungan', 'lpsk']","['kubu', 'richard', 'hadir', 'daring', 'saksi', 'sidang', 'dakwa', 'pc', 'ronny', 'talapessy', 'kuasa', 'hukum', 'sebut', 'minta', 'klien', 'lindung', 'lpsk']",kubu richard hadir daring saksi sidang dakwa pc ronny talapessy kuasa hukum sebut minta klien lindung lpsk
Iya mulia katanya,positif,"['iya', 'mulia', 'katanya']","['iya', 'mulia']","['iya', 'mulia']","['iya', 'mulia']",iya mulia
"KPK Curigai Harta Kekayaan Ferdy Sambo Diperoleh Secara Tidak Wajar Belum Bisa Diumumkan LHKPN
via",negatif,"['kpk', 'curigai', 'harta', 'kekayaan', 'ferdy', 'sambo', 'diperoleh', 'secara', 'tidak', 'wajar', 'belum', 'bisa', 'diumumkan', 'lhkpn', 'via']","['kpk', 'curigai', 'harta', 'kekayaan', 'diperoleh', 'wajar', 'diumumkan', 'lhkpn', 'via']","['kpk', 'curigai', 'harta', 'kekayaan', 'diperoleh', 'wajar', 'diumumkan', 'lhkpn', 'via']","['kpk', 'curiga', 'harta', 'kaya', 'oleh', 'wajar', 'umum', 'lhkpn', 'via']",kpk curiga harta kaya oleh wajar umum lhkpn via
Cerita stensilan seorang istri Jendral,positif,"['cerita', 'stensilan', 'seorang', 'istri', 'jendral']","['cerita', 'stensilan', 'jendral']","['cerita', 'stensilan', 'jendral']","['cerita', 'stensil', 'jendral']",cerita stensil jendral
Ferdy Sambo berusaha berkelit Dalam sidang PN Jakarta Selatan Sambo mengaku memanggil ambulans menolong Yosua,negatif,"['ferdy', 'sambo', 'berusaha', 'berkelit', 'dalam', 'sidang', 'pn', 'jakarta', 'selatan', 'sambo', 'mengaku', 'memanggil', 'ambulans', 'menolong', 'yosua']","['berusaha', 'berkelit', 'sidang', 'pn', 'jakarta', 'selatan', 'mengaku', 'memanggil', 'ambulans', 'menolong']","['berusaha', 'berkelit', 'sidang', 'pn', 'jakarta', 'selatan', 'mengaku', 'memanggil', 'ambulans', 'menolong']","['usaha', 'kelit', 'sidang', 'pn', 'jakarta', 'selatan', 'aku', 'panggil', 'ambulans', 'tolong']",usaha kelit sidang pn jakarta selatan aku panggil ambulans tolong
"Kuat Maruf Laporkan Hakim Wahyu Gayus Lumbuun Komisi Yudisial Perlu Melibatkan Ahli Bahasa
via",positif,"['kuat', 'maruf', 'laporkan', 'hakim', 'wahyu', 'gayus', 'lumbuun', 'komisi', 'yudisial', 'perlu', 'melibatkan', 'ahli', 'bahasa', 'via']","['kuat', 'laporkan', 'wahyu', 'gayus', 'lumbuun', 'komisi', 'yudisial', 'melibatkan', 'ahli', 'bahasa', 'via']","['kuat', 'laporkan', 'wahyu', 'gayus', 'lumbuun', 'komisi', 'yudisial', 'melibatkan', 'ahli', 'bahasa', 'via']","['kuat', 'lapor', 'wahyu', 'gayus', 'lumbuun', 'komisi', 'yudisial', 'libat', 'ahli', 'bahasa', 'via']",kuat lapor wahyu gayus lumbuun komisi yudisial libat ahli bahasa via
SAMBO Pistolnya Sangar Banget,negatif,"['sambo', 'pistolnya', 'sangar', 'banget']","['pistolnya', 'sangar']","['pistolnya', 'sangar']","['pistol', 'sangar']",pistol sangar
Kocak Ini momen saat Ferdy Sambo keceplosan persidangan salah satunya mengaku menembak Brigadir Yosua,positif,"['kocak', 'ini', 'momen', 'saat', 'ferdy', 'sambo', 'keceplosan', 'persidangan', 'salah', 'satunya', 'mengaku', 'menembak', 'brigadir', 'yosua']","['kocak', 'momen', 'keceplosan', 'persidangan', 'salah', 'satunya', 'mengaku', 'menembak']","['kocak', 'momen', 'keceplosan', 'persidangan', 'salah', 'satunya', 'mengaku', 'menembak']","['kocak', 'momen', 'ceplos', 'sidang', 'salah', 'satu', 'aku', 'tembak']",kocak momen ceplos sidang salah satu aku tembak
Johannes Tobing Jangan mau diprank Ferdy Sambo Hendra Kurniawan,positif,"['johannes', 'tobing', 'jangan', 'mau', 'diprank', 'ferdy', 'sambo', 'hendra', 'kurniawan']","['johannes', 'tobing', 'diprank', 'hendra', 'kurniawan']","['johannes', 'tobing', 'diprank', 'hendra', 'kurniawan']","['johannes', 'tobing', 'diprank', 'hendra', 'kurniawan']",johannes tobing diprank hendra kurniawan
